Age,Gender,Annual_Income,Occupation,Credit_Score,Family_Size,Car_Ownership,House_Ownership,Education,Marital_Status,Distance_to_Work,Monthly_Expenses,Savings,Preferred_Car_Type,Purchased
62,Male,65379,Teacher,561,2,Yes,Own,High School,Married,46,1486,84337,Hatchback,1
21,Female,98612,Student,639,3,Yes,Rent,PhD,Single,27,3618,52468,Truck,0
53,Male,134828,Engineer,607,3,Yes,Rent,Master,Single,48,1260,73894,Sedan,1
23,Male,147445,Teacher,544,5,Yes,Rent,PhD,Single,8,4193,54084,Truck,0
48,Male,57650,Engineer,814,3,No,Rent,PhD,Single,23,1536,64138,Truck,1
36,Male,66881,Business,636,2,No,Rent,Bachelor,Married,42,1406,23588,Hatchback,0
61,Male,66413,Engineer,375,3,Yes,Own,Master,Single,49,864,63901,Sedan,1
56,Female,26012,Business,474,1,No,Rent,PhD,Married,29,3913,18671,Sedan,0
44,Female,70115,Doctor,408,3,Yes,Rent,PhD,Single,20,1569,84038,Hatchback,1
27,Female,27151,Doctor,482,4,No,Rent,Bachelor,Married,16,4869,91664,SUV,0
43,Male,77716,Manager,491,1,No,Own,Bachelor,Married,17,2755,32645,Sedan,1
36,Male,113747,Manager,364,5,No,Own,High School,Single,16,4186,8637,Sedan,0
56,Male,112653,Student,773,4,No,Own,PhD,Married,19,4719,1660,Hatchback,1
20,Female,56378,Teacher,399,2,No,Own,High School,Single,8,3581,7922,SUV,0
62,Male,62652,Student,843,2,No,Own,PhD,Married,38,3758,94697,SUV,1
30,Female,92430,Business,427,2,Yes,Own,High School,Married,38,2607,45721,Truck,1
45,Female,33467,Student,751,4,Yes,Rent,Bachelor,Married,29,3433,58256,Truck,1
37,Male,51010,Engineer,668,4,No,Own,Master,Single,41,3329,70506,Hatchback,1
45,Male,148647,Business,342,4,Yes,Own,Bachelor,Married,36,941,69943,SUV,1
25,Female,141999,Manager,718,1,No,Rent,High School,Single,26,2059,28843,Hatchback,1
58,Male,134793,Doctor,787,6,Yes,Own,High School,Married,31,2241,10046,Truck,1
56,Female,74691,Manager,377,1,No,Rent,Master,Married,44,1125,90336,Hatchback,1
18,Male,84157,Teacher,569,2,Yes,Rent,PhD,Married,12,4363,64985,Hatchback,0
20,Male,128177,Business,614,6,No,Own,High School,Married,17,2190,81083,Sedan,1
30,Female,32289,Business,467,3,Yes,Rent,High School,Married,15,3281,97925,Sedan,0
45,Male,64976,Engineer,638,2,No,Rent,High School,Married,9,590,31346,Sedan,0
42,Female,63596,Teacher,492,5,Yes,Rent,Master,Single,39,3506,89284,Truck,0
50,Male,43171,Doctor,752,1,No,Rent,Bachelor,Single,42,4802,92384,Hatchback,1
55,Female,120441,Business,582,4,No,Own,High School,Single,48,1588,54526,Sedan,1
23,Female,146296,Business,635,1,No,Rent,Master,Married,12,1680,74143,Sedan,1
61,Male,106365,Engineer,689,4,Yes,Own,High School,Single,32,2401,37787,Sedan,1
62,Female,138218,Student,824,6,Yes,Rent,PhD,Married,25,4990,34583,Truck,1
49,Male,119590,Doctor,539,5,Yes,Rent,Master,Single,39,686,13563,Truck,0
62,Male,134014,Manager,782,6,No,Rent,High School,Single,18,2097,47060,Hatchback,1
64,Male,64139,Teacher,757,5,Yes,Own,Master,Married,15,3908,34690,Hatchback,1
38,Female,68713,Business,388,1,No,Own,High School,Married,32,4247,95712,Hatchback,0
33,Female,49734,Business,394,4,Yes,Own,Bachelor,Single,6,3170,15925,Sedan,0
38,Male,92588,Manager,751,6,Yes,Rent,High School,Single,44,739,87787,SUV,1
28,Male,83646,Doctor,727,5,Yes,Rent,Master,Single,43,3080,84184,Truck,1
54,Female,23654,Student,450,2,Yes,Rent,PhD,Single,35,4736,21108,Sedan,0
53,Male,109022,Business,813,2,No,Rent,PhD,Married,34,638,77515,Sedan,1
52,Male,38743,Doctor,675,6,Yes,Own,PhD,Single,38,3006,69258,Hatchback,1
36,Female,68368,Manager,321,4,Yes,Rent,High School,Married,5,4665,6355,Hatchback,0
37,Male,110025,Engineer,612,6,No,Own,Bachelor,Married,18,4980,47069,Sedan,1
35,Female,94172,Student,818,1,No,Rent,High School,Single,16,2745,95335,Truck,1
64,Male,26441,Teacher,505,5,Yes,Own,PhD,Married,8,4800,55471,Truck,0
58,Female,139735,Business,674,1,Yes,Own,Master,Single,25,2249,33705,Sedan,1
31,Male,44611,Doctor,750,2,No,Rent,PhD,Married,32,1067,44909,SUV,1
32,Male,139891,Engineer,478,5,No,Rent,Master,Married,26,1381,89606,SUV,1
48,Female,127971,Teacher,509,6,No,Own,Bachelor,Single,22,1139,54739,Truck,1
18,Male,32149,Doctor,799,1,Yes,Rent,Master,Married,31,4461,77820,Hatchback,0
20,Female,120102,Doctor,763,3,Yes,Rent,High School,Married,43,4920,88273,SUV,1
33,Male,79189,Teacher,423,4,Yes,Own,High School,Single,10,2835,24241,SUV,1
40,Female,127904,Engineer,412,4,No,Own,High School,Married,12,4821,28414,Hatchback,1
28,Female,41675,Manager,311,3,No,Own,Master,Married,28,3485,51818,SUV,0
29,Female,91031,Engineer,425,2,No,Own,High School,Single,6,1059,21895,Sedan,1
27,Female,62668,Student,630,5,Yes,Rent,High School,Single,20,1213,93307,SUV,0
49,Male,33673,Business,582,4,No,Own,High School,Married,5,4488,63409,Hatchback,0
33,Male,149582,Teacher,439,3,Yes,Own,Bachelor,Married,23,756,56324,Sedan,1
25,Female,96666,Manager,700,6,No,Own,Master,Married,9,1076,67920,SUV,1
55,Female,108204,Teacher,396,3,Yes,Rent,Master,Single,29,537,54555,Truck,1
29,Female,100758,Teacher,816,2,Yes,Own,PhD,Married,16,2572,66453,Sedan,1
41,Male,85429,Engineer,368,2,No,Rent,Master,Married,46,960,23689,Sedan,1
45,Male,43669,Business,417,1,Yes,Own,Bachelor,Married,22,1940,65356,Truck,1
25,Male,54068,Student,358,4,No,Own,Master,Married,8,4978,94011,Truck,0
45,Male,108789,Doctor,332,1,Yes,Rent,Bachelor,Married,20,2332,9252,SUV,0
53,Female,29435,Doctor,617,3,No,Own,Bachelor,Married,14,3899,31844,SUV,0
43,Female,114088,Teacher,349,5,No,Own,Master,Single,39,932,96687,Hatchback,1
25,Female,72249,Business,788,5,Yes,Rent,PhD,Single,37,4651,24365,Hatchback,1
45,Male,57384,Manager,318,2,No,Own,High School,Married,34,2251,7026,Sedan,0
45,Male,148782,Engineer,496,5,Yes,Own,High School,Married,11,2547,99303,Truck,1
54,Male,101929,Business,749,5,No,Own,Master,Single,40,3340,29523,Truck,1
58,Female,147959,Business,751,5,No,Own,Master,Single,33,756,11482,Hatchback,1
53,Female,96153,Engineer,588,3,No,Rent,Bachelor,Single,31,1171,49888,Sedan,1
44,Male,124056,Teacher,440,5,No,Own,Master,Married,44,989,51110,Sedan,1
34,Female,95388,Business,383,6,Yes,Rent,Bachelor,Married,34,4214,91644,Hatchback,1
26,Male,51401,Doctor,690,5,No,Own,PhD,Married,7,2596,1493,Hatchback,1
50,Male,145511,Engineer,514,5,No,Rent,Master,Married,49,2182,57194,Hatchback,1
37,Female,91831,Manager,825,1,Yes,Own,High School,Single,23,4911,83001,SUV,1
30,Male,139503,Student,514,3,Yes,Rent,High School,Single,46,2960,40767,Sedan,1
45,Female,135760,Teacher,702,2,Yes,Own,Master,Single,7,4412,30550,Sedan,1
46,Male,121529,Engineer,427,1,Yes,Rent,Bachelor,Single,25,2475,14833,Sedan,0
30,Female,147834,Student,776,4,Yes,Rent,High School,Married,3,3716,3970,Hatchback,1
63,Female,54084,Student,703,3,Yes,Own,Bachelor,Married,38,1889,99315,Hatchback,1
52,Female,140387,Manager,328,6,No,Rent,Master,Single,20,4356,96494,Hatchback,1
23,Male,130641,Business,637,3,Yes,Own,Master,Single,34,2084,83681,Hatchback,1
35,Male,125111,Manager,660,4,No,Own,High School,Single,49,3463,50177,Truck,1
22,Female,75826,Business,691,4,Yes,Own,Master,Single,44,1476,68342,Hatchback,1
64,Female,56451,Business,517,4,No,Own,PhD,Single,44,3864,72200,SUV,0
42,Male,27227,Engineer,501,2,No,Own,PhD,Married,30,545,62501,Truck,1
19,Male,51910,Engineer,316,5,No,Rent,High School,Married,17,1693,29900,Truck,0
27,Male,56041,Teacher,621,3,Yes,Own,PhD,Single,10,3842,15126,Hatchback,0
47,Female,108920,Business,817,5,Yes,Own,Bachelor,Single,35,746,71690,Sedan,1
62,Male,85681,Student,624,5,Yes,Own,High School,Single,20,3719,88744,Hatchback,1
22,Male,123314,Doctor,711,6,Yes,Own,High School,Married,18,4825,80303,Sedan,1
50,Female,101571,Teacher,617,4,No,Own,Bachelor,Married,45,1291,86579,Hatchback,1
18,Male,85481,Engineer,381,2,Yes,Own,PhD,Married,44,1136,48994,Hatchback,1
35,Male,88576,Manager,773,6,No,Rent,PhD,Single,27,4275,68061,Sedan,1
49,Male,127958,Teacher,767,1,No,Rent,PhD,Married,49,2921,17978,Sedan,1
64,Female,149265,Teacher,724,2,Yes,Own,High School,Single,36,1588,57344,Sedan,1
28,Female,147556,Teacher,503,5,Yes,Rent,High School,Married,23,4683,47648,Sedan,1
38,Female,84174,Teacher,686,2,Yes,Own,PhD,Married,32,3659,2055,SUV,1
43,Female,46160,Doctor,397,4,No,Own,Master,Married,10,1212,76582,Sedan,1
42,Female,135170,Manager,644,1,Yes,Own,PhD,Single,11,4144,82214,Hatchback,1
39,Female,137867,Manager,507,4,No,Own,Bachelor,Single,38,4390,45876,Hatchback,1
44,Female,37633,Manager,813,1,Yes,Own,High School,Married,6,3086,93160,SUV,1
30,Male,114880,Business,465,6,No,Rent,Bachelor,Single,41,4809,39725,Sedan,1
50,Male,37014,Student,321,5,Yes,Rent,Bachelor,Single,47,2608,6255,Hatchback,0
51,Female,100532,Manager,453,1,Yes,Rent,High School,Single,34,4114,75947,SUV,1
58,Male,69104,Teacher,738,1,No,Rent,Master,Single,36,1742,54380,Hatchback,1
52,Male,61621,Teacher,594,1,Yes,Own,PhD,Single,37,2559,54333,SUV,1
18,Female,97231,Manager,518,2,Yes,Rent,Bachelor,Single,17,3986,43459,SUV,0
38,Male,88388,Manager,794,6,Yes,Own,High School,Single,40,4832,37163,Truck,1
23,Male,36014,Teacher,529,2,Yes,Rent,Bachelor,Married,40,4310,34971,Truck,0
45,Male,112578,Business,319,5,Yes,Rent,PhD,Single,12,4400,97771,Sedan,1
34,Male,53755,Engineer,447,1,Yes,Rent,Master,Single,21,3105,66149,Truck,0
22,Male,60390,Engineer,407,6,Yes,Rent,Master,Married,40,3534,85730,SUV,0
48,Female,43711,Manager,702,6,No,Own,Master,Married,19,4707,20476,Hatchback,1
22,Female,111658,Doctor,782,3,No,Rent,High School,Married,3,4551,69580,Hatchback,1
55,Female,77993,Manager,666,5,Yes,Rent,High School,Married,18,3863,87593,Sedan,1
20,Male,94696,Manager,713,6,Yes,Own,Master,Single,19,4521,70050,Truck,1
40,Female,47213,Engineer,608,1,Yes,Own,PhD,Married,47,2345,76526,Sedan,1
54,Male,135788,Teacher,433,1,No,Rent,PhD,Married,6,882,8507,SUV,0
54,Male,124956,Manager,582,6,No,Own,High School,Single,16,4612,71393,Truck,1
27,Male,77784,Teacher,372,2,Yes,Own,Master,Single,8,4310,13118,Sedan,0
27,Male,27421,Teacher,780,5,No,Own,PhD,Single,48,2396,51529,Hatchback,1
36,Female,106936,Doctor,651,1,Yes,Rent,PhD,Married,18,2009,69682,Hatchback,1
34,Female,119073,Teacher,625,6,Yes,Own,PhD,Single,48,4712,92937,Sedan,1
38,Male,37727,Engineer,742,1,Yes,Rent,High School,Married,43,2078,55176,Sedan,1
31,Female,132418,Business,399,6,Yes,Rent,Master,Single,39,1379,92713,Sedan,1
26,Male,24358,Business,358,5,No,Rent,Bachelor,Single,49,2662,5414,SUV,0
63,Female,85108,Student,807,6,No,Rent,Master,Married,49,2072,84030,SUV,1
18,Female,146609,Manager,557,3,Yes,Own,Master,Single,12,2148,86973,Hatchback,1
62,Male,114018,Engineer,712,6,No,Rent,High School,Single,45,1859,63137,SUV,1
30,Female,144457,Teacher,751,6,No,Own,PhD,Single,10,4931,4937,SUV,1
21,Male,52117,Business,364,5,Yes,Rent,PhD,Single,7,3469,37731,Truck,0
18,Female,108700,Engineer,453,6,No,Own,High School,Single,46,4460,87862,SUV,1
57,Male,51910,Business,565,5,Yes,Rent,High School,Married,1,4311,39665,Truck,0
49,Male,146888,Teacher,378,3,Yes,Own,High School,Married,49,4742,75510,SUV,1
51,Female,118032,Business,614,5,Yes,Rent,High School,Single,36,4717,18500,Hatchback,0
45,Female,75754,Manager,547,1,Yes,Rent,High School,Married,21,580,2750,Sedan,0
48,Male,82438,Manager,713,5,No,Own,Bachelor,Married,37,3232,66018,Hatchback,1
25,Female,129847,Student,324,3,Yes,Rent,Master,Married,24,3209,5027,SUV,0
56,Female,49371,Student,583,4,No,Rent,Master,Single,25,2922,6745,Sedan,0
43,Male,71501,Business,748,6,Yes,Rent,Master,Single,7,4141,62731,Sedan,1
51,Male,80946,Engineer,600,5,Yes,Own,PhD,Single,42,1167,87984,Sedan,1
20,Female,58467,Manager,367,6,No,Rent,Bachelor,Married,17,2996,29451,Truck,0
29,Male,37625,Engineer,306,2,Yes,Rent,Master,Married,29,3999,94743,Hatchback,0
18,Male,53893,Engineer,436,1,No,Own,PhD,Single,30,3998,72474,Truck,0
61,Male,96329,Business,463,1,No,Own,Bachelor,Single,7,1944,62536,Sedan,1
22,Female,51007,Engineer,382,2,Yes,Own,Bachelor,Married,33,1845,13150,Hatchback,0
47,Female,111302,Manager,719,2,Yes,Own,PhD,Married,7,1689,14406,Hatchback,1
47,Male,59532,Teacher,372,5,Yes,Own,Bachelor,Single,24,958,20781,SUV,1
34,Female,74253,Student,536,2,Yes,Rent,PhD,Married,11,1712,58417,Truck,1
64,Male,32323,Teacher,345,4,Yes,Rent,Master,Married,9,1411,19325,Truck,0
40,Female,131335,Engineer,561,6,Yes,Rent,PhD,Married,12,1525,69684,SUV,1
32,Male,132356,Teacher,475,6,No,Own,Bachelor,Married,35,2911,95415,Truck,1
54,Male,130944,Manager,465,3,No,Rent,Master,Married,4,571,74469,Sedan,1
38,Female,93379,Manager,669,2,Yes,Own,Master,Married,36,3185,10436,Sedan,1
31,Male,34210,Engineer,353,2,No,Own,High School,Married,28,1693,18669,Truck,0
19,Female,36456,Business,718,4,No,Rent,High School,Single,13,2348,73010,SUV,1
28,Female,51367,Teacher,806,1,Yes,Own,Bachelor,Single,23,2884,77764,Hatchback,1
56,Male,74624,Business,640,1,Yes,Own,PhD,Married,19,2522,2843,Truck,1
55,Male,30106,Business,426,6,No,Rent,PhD,Married,42,4241,66609,Hatchback,0
51,Female,123493,Doctor,708,6,Yes,Own,Bachelor,Married,37,1798,51812,SUV,1
55,Male,88008,Engineer,666,5,No,Own,Master,Single,39,4602,17059,Hatchback,1
51,Male,145926,Student,570,4,Yes,Rent,Bachelor,Single,24,1404,87269,SUV,1
35,Male,135395,Manager,678,3,No,Own,Bachelor,Married,16,3526,41768,SUV,1
47,Male,136492,Manager,372,3,No,Own,Master,Single,33,2528,26395,Sedan,1
32,Male,92240,Engineer,547,4,No,Rent,PhD,Married,12,3120,21202,Sedan,1
44,Female,84315,Student,342,3,No,Rent,Bachelor,Married,34,3146,14273,SUV,0
51,Female,89249,Manager,676,1,Yes,Rent,PhD,Married,7,2789,49889,Truck,1
55,Male,90587,Engineer,340,3,Yes,Rent,Bachelor,Married,11,4372,99635,Sedan,1
50,Male,30756,Manager,469,3,No,Own,Master,Married,31,1985,74048,SUV,1
41,Male,88011,Business,511,4,No,Own,Master,Married,29,3651,94767,Hatchback,1
32,Female,56378,Teacher,792,4,Yes,Rent,High School,Married,13,1940,89810,Hatchback,1
47,Male,24255,Teacher,338,3,Yes,Own,Master,Single,31,1265,46510,Truck,1
59,Female,34484,Manager,668,2,No,Own,High School,Married,2,4979,88945,Hatchback,1
34,Female,145703,Doctor,450,4,No,Rent,Bachelor,Single,39,2938,71649,Hatchback,1
22,Female,76549,Student,410,5,No,Rent,PhD,Married,15,4592,3881,SUV,0
46,Male,54503,Student,779,5,No,Own,Master,Married,11,1649,46913,Hatchback,1
21,Female,144465,Student,735,1,No,Rent,Master,Single,34,4065,85785,Hatchback,1
27,Male,93794,Business,346,3,Yes,Rent,Master,Single,39,4642,66037,Hatchback,1
34,Female,145941,Student,665,2,No,Rent,Bachelor,Married,4,2472,63457,Hatchback,1
27,Male,126283,Teacher,368,1,Yes,Own,High School,Single,11,3166,36343,SUV,1
34,Female,120732,Business,598,3,Yes,Rent,Bachelor,Married,29,963,63389,Hatchback,1
37,Male,65113,Engineer,595,4,Yes,Own,PhD,Married,2,4718,79250,Truck,0
41,Female,125730,Student,502,5,No,Own,Bachelor,Single,16,2681,9656,Sedan,1
22,Male,94069,Student,360,6,Yes,Own,PhD,Single,39,2142,6741,Truck,0
51,Male,118117,Engineer,613,2,Yes,Rent,Master,Single,13,4388,17661,Sedan,0
23,Male,25249,Student,460,6,Yes,Rent,PhD,Single,37,1340,98091,Truck,0
19,Male,145654,Engineer,630,5,Yes,Rent,PhD,Married,17,3154,29690,Sedan,0
30,Female,139979,Business,827,6,No,Rent,High School,Single,21,4618,33833,Sedan,1
60,Female,39201,Teacher,637,4,No,Rent,PhD,Single,44,1065,72240,Sedan,0
60,Male,145541,Engineer,603,3,Yes,Own,PhD,Single,19,1464,78711,Sedan,1
28,Female,78576,Doctor,802,4,Yes,Own,Bachelor,Single,7,2782,58141,SUV,1
64,Male,138562,Engineer,637,6,No,Own,Master,Single,38,1495,79232,Truck,1
40,Male,145281,Student,849,4,No,Rent,Bachelor,Married,8,1687,40023,Sedan,1
33,Female,29686,Business,574,5,No,Own,Bachelor,Married,13,4811,41209,Truck,0
48,Male,132413,Manager,463,2,Yes,Own,Master,Single,37,3754,94590,Hatchback,1
28,Male,73363,Business,742,4,No,Rent,Master,Single,2,1156,87612,Sedan,1
33,Female,117543,Manager,618,5,Yes,Rent,PhD,Married,41,3482,81522,Truck,1
25,Male,20661,Engineer,803,2,Yes,Own,PhD,Single,11,1613,15440,SUV,1
21,Male,64843,Teacher,686,3,No,Own,High School,Married,24,4906,8960,Truck,0
57,Male,115673,Doctor,793,6,Yes,Rent,Bachelor,Married,6,1056,23462,Sedan,1
21,Male,80963,Business,789,3,No,Rent,Master,Single,26,3519,18821,Hatchback,0
42,Female,133092,Student,372,1,Yes,Rent,PhD,Married,7,2804,58772,Truck,1
20,Female,62828,Manager,808,5,No,Rent,Master,Single,39,3080,28258,Hatchback,0
49,Female,68604,Student,689,2,Yes,Own,PhD,Single,19,551,93889,SUV,1
20,Male,30526,Teacher,594,4,Yes,Own,High School,Married,6,1861,89952,Truck,0
44,Male,88910,Manager,668,3,No,Rent,High School,Married,43,1694,63524,Truck,1
46,Female,45592,Business,848,2,No,Own,Master,Single,29,4519,23115,SUV,1
49,Male,48982,Engineer,486,5,No,Own,High School,Married,43,3638,47433,SUV,0
36,Male,20207,Student,744,1,No,Rent,Master,Single,39,2148,91504,SUV,1
38,Male,120969,Teacher,662,3,Yes,Own,PhD,Married,2,1171,89267,Sedan,1
22,Male,137181,Business,422,6,No,Own,Bachelor,Married,19,1277,89321,Sedan,1
35,Female,108733,Business,487,2,No,Own,High School,Single,4,2779,80364,Truck,1
45,Female,118936,Business,719,6,Yes,Rent,PhD,Single,6,3522,71077,Truck,1
59,Female,144982,Business,551,2,No,Rent,Bachelor,Single,49,2360,41644,Truck,1
39,Male,145839,Manager,848,2,No,Own,Bachelor,Married,37,3639,63643,Hatchback,1
38,Female,88619,Business,634,5,Yes,Rent,Bachelor,Single,28,1574,14311,SUV,0
23,Female,49328,Student,391,5,No,Rent,PhD,Single,30,2216,31531,Truck,0
18,Male,66479,Teacher,829,5,No,Rent,PhD,Married,7,1783,15588,SUV,0
22,Male,128427,Manager,362,4,No,Own,Master,Married,9,2486,50416,Sedan,1
58,Female,40103,Business,811,2,No,Own,Bachelor,Single,25,3133,13380,SUV,0
29,Female,59891,Doctor,438,3,No,Rent,Bachelor,Single,33,1501,43645,Hatchback,0
43,Female,30754,Doctor,484,6,No,Own,Bachelor,Single,1,1546,18818,Hatchback,0
63,Female,119983,Teacher,504,5,Yes,Own,Master,Single,6,2676,31857,SUV,1
51,Male,101437,Engineer,513,5,No,Own,Bachelor,Married,18,2838,22711,Hatchback,1
31,Female,118540,Engineer,555,6,Yes,Own,PhD,Married,10,2355,6097,Hatchback,1
43,Female,92982,Manager,434,6,Yes,Own,Bachelor,Single,28,1000,29393,Sedan,1
62,Male,122747,Manager,387,2,Yes,Rent,High School,Single,11,2733,23076,Truck,1
44,Female,75922,Manager,506,5,Yes,Own,PhD,Single,33,3039,85274,Hatchback,1
26,Male,68231,Engineer,428,6,No,Own,Master,Married,1,4214,58609,Truck,0
43,Male,49301,Doctor,302,4,No,Own,Bachelor,Single,13,2832,30317,SUV,1
64,Male,111652,Engineer,420,4,No,Rent,High School,Single,37,1100,59480,SUV,1
39,Female,140787,Student,684,5,Yes,Rent,Master,Married,20,4784,8044,Hatchback,1
64,Female,146823,Business,337,6,No,Rent,Master,Married,1,1488,72033,SUV,1
47,Male,82711,Manager,640,2,No,Own,PhD,Single,3,2381,56486,Sedan,1
60,Female,61323,Doctor,320,2,No,Rent,Master,Single,18,4983,56162,Hatchback,0
34,Female,38752,Teacher,541,2,Yes,Rent,Master,Married,41,2254,80287,Hatchback,0
43,Male,117912,Teacher,754,1,Yes,Rent,Master,Single,14,2964,30882,Hatchback,1
53,Male,102205,Business,602,5,No,Rent,Master,Single,31,2723,55078,SUV,1
18,Female,118452,Doctor,368,2,Yes,Own,Bachelor,Married,27,4982,59734,SUV,1
25,Male,33395,Engineer,428,4,Yes,Rent,Bachelor,Married,17,1994,44826,Hatchback,0
52,Female,105957,Engineer,495,6,No,Rent,Bachelor,Married,46,1352,88985,Truck,1
32,Female,141237,Student,439,3,Yes,Own,Bachelor,Single,29,951,45028,SUV,1
64,Female,76273,Student,743,3,Yes,Own,High School,Married,36,2824,52331,SUV,1
39,Female,147431,Engineer,582,2,No,Rent,Bachelor,Married,37,2258,99938,Hatchback,1
31,Male,111878,Teacher,611,3,Yes,Own,Master,Single,26,4808,33543,Truck,1
43,Male,24895,Manager,834,3,Yes,Rent,Bachelor,Single,17,3853,30362,Hatchback,1
45,Male,139968,Teacher,576,1,Yes,Own,Bachelor,Married,22,4636,28315,SUV,1
40,Male,135700,Student,360,4,Yes,Own,PhD,Married,25,3838,28746,Hatchback,1
31,Female,96559,Business,618,4,Yes,Rent,Master,Single,2,3088,11057,Hatchback,0
41,Female,30699,Engineer,351,1,Yes,Own,Bachelor,Single,22,2282,43915,Hatchback,1
19,Male,85061,Student,452,1,Yes,Rent,Bachelor,Married,5,4020,22061,Truck,0
62,Female,29715,Student,610,3,Yes,Own,Bachelor,Married,4,2279,52370,Hatchback,1
43,Female,39169,Manager,843,5,No,Rent,High School,Single,36,3632,35157,SUV,1
31,Female,145436,Engineer,688,6,No,Own,Bachelor,Married,6,4073,12322,Hatchback,1
24,Male,138413,Manager,847,6,No,Own,PhD,Single,21,3718,70812,Truck,1
20,Male,36163,Engineer,476,3,No,Own,Master,Married,13,4257,78842,Sedan,0
64,Male,139264,Manager,661,6,Yes,Own,Master,Single,37,4516,35017,Truck,1
40,Female,25782,Teacher,613,1,No,Own,Bachelor,Single,25,3337,57792,Hatchback,0
63,Male,108177,Business,396,4,No,Rent,Bachelor,Married,26,2881,28742,Sedan,1
60,Male,149772,Business,512,6,Yes,Own,Bachelor,Married,39,4739,98136,Hatchback,1
64,Male,144481,Engineer,436,3,Yes,Rent,Master,Single,20,4436,65808,Truck,1
62,Male,104328,Doctor,305,5,Yes,Rent,Master,Married,33,4928,18629,Sedan,0
35,Male,135028,Student,408,3,Yes,Rent,High School,Married,14,1919,9245,Sedan,0
55,Male,55585,Student,846,2,Yes,Own,PhD,Married,36,4650,97950,Hatchback,1
52,Female,50682,Engineer,338,3,No,Rent,High School,Single,17,1830,44870,Hatchback,0
32,Female,67864,Manager,724,1,Yes,Own,PhD,Married,21,3417,96634,Truck,1
42,Male,149992,Doctor,560,4,No,Rent,High School,Married,46,1946,65829,Hatchback,1
54,Male,104416,Teacher,725,4,No,Rent,Master,Single,16,1940,11588,Sedan,1
45,Female,75114,Manager,386,6,Yes,Rent,High School,Married,46,4244,1442,SUV,0
27,Female,147810,Manager,764,1,No,Rent,PhD,Married,16,3344,78339,SUV,1
56,Male,58067,Engineer,375,2,No,Rent,Bachelor,Single,20,4675,41721,Truck,0
34,Male,62685,Engineer,770,1,Yes,Own,PhD,Single,29,1364,38145,Hatchback,1
56,Male,142262,Student,713,3,No,Rent,Bachelor,Married,28,971,11599,Truck,1
39,Male,38073,Engineer,756,1,No,Rent,Master,Married,8,2002,73594,SUV,1
43,Female,56035,Engineer,584,1,No,Own,PhD,Single,24,1910,83742,SUV,1
61,Male,84977,Engineer,538,2,Yes,Own,High School,Single,3,4270,78430,Hatchback,1
42,Male,122710,Student,671,3,Yes,Own,PhD,Married,25,2405,3939,Sedan,1
34,Male,110373,Teacher,794,5,Yes,Rent,Bachelor,Married,19,4501,23149,Hatchback,1
30,Male,103362,Teacher,344,5,No,Rent,Master,Married,33,4004,67567,SUV,1
37,Female,110517,Engineer,700,4,Yes,Rent,High School,Single,2,3983,11208,Sedan,1
42,Female,85450,Student,546,6,No,Rent,PhD,Married,15,1098,67098,Truck,1
21,Female,30382,Teacher,749,1,Yes,Rent,Bachelor,Single,22,1491,50492,SUV,1
27,Male,24437,Manager,784,4,No,Rent,High School,Single,10,2432,21951,Truck,1
20,Male,90971,Teacher,317,2,Yes,Own,Master,Single,18,3284,49920,Sedan,1
58,Female,84612,Teacher,588,5,Yes,Own,High School,Married,22,3541,47766,Truck,1
62,Male,110355,Student,713,1,No,Rent,Master,Married,46,566,58014,SUV,1
35,Male,81929,Manager,534,2,Yes,Rent,High School,Married,49,3898,29351,Hatchback,1
64,Female,122411,Student,715,6,No,Rent,PhD,Single,27,3250,85216,Truck,1
53,Female,117518,Engineer,798,2,Yes,Rent,Bachelor,Married,13,969,50386,SUV,1
64,Female,118864,Business,414,1,Yes,Rent,PhD,Single,33,2224,88122,SUV,1
39,Female,32329,Teacher,533,6,No,Own,PhD,Single,5,4485,10308,Sedan,0
51,Male,145605,Business,839,2,No,Own,Master,Single,26,2131,60252,SUV,1
64,Male,45169,Student,310,6,No,Rent,Master,Single,13,1274,76145,Hatchback,0
25,Female,107468,Student,505,1,Yes,Own,Master,Single,27,3512,96031,Hatchback,1
57,Male,54594,Student,546,1,No,Rent,PhD,Single,14,3003,84211,Truck,0
61,Female,96957,Business,426,6,Yes,Rent,High School,Married,24,1986,29064,Truck,1
36,Female,80631,Student,446,3,No,Rent,High School,Single,3,4519,54879,Truck,1
59,Male,65033,Engineer,417,4,No,Own,PhD,Married,47,4727,9720,Truck,0
58,Female,83133,Student,681,2,No,Own,PhD,Single,49,1429,43940,Hatchback,1
54,Male,93165,Doctor,711,2,No,Rent,Bachelor,Married,30,3512,80993,Sedan,1
23,Male,93861,Business,662,3,No,Own,Master,Married,35,2005,69475,Truck,1
43,Male,72290,Doctor,808,3,No,Own,Master,Married,48,3444,48113,Sedan,1
51,Male,114031,Student,436,3,Yes,Rent,PhD,Married,14,3319,49926,SUV,1
62,Female,51750,Engineer,474,5,No,Own,PhD,Single,12,1684,39203,SUV,1
23,Male,115155,Teacher,588,5,Yes,Own,High School,Single,28,788,89901,Truck,1
54,Female,60461,Manager,780,6,No,Rent,PhD,Single,44,2311,6392,SUV,0
50,Female,93800,Manager,318,5,No,Rent,High School,Single,29,1027,26905,Sedan,1
39,Female,98222,Student,494,1,No,Own,PhD,Married,43,1416,74508,Sedan,1
